review_id,review,rating,time,aspect_index,topic,problem,sentiment,aspect,modified_flag,company,data_source,top_issue,sub_issue_index
18fe16b0-fefe-45c9-a8f2-e12b94e67739,it sounds pretty good even for the free experience and has a lot of music that i couldnt find in others music stream services except yt my only issue is that the playlists are completely randomised taken even music from other album or outside the album  outside of that its kinda tedious to clean the multitasking panel and then the app closes entirely making me open the app again,4,10/20/2024 22:19,18fe16b0-fefe-45c9-a8f2-e12b94e67739_1_d62c4a45,functionality,the playlists are completely randomised,neutral,playlist organization,False,Amazon Music,Android,playlist management issues,1.0
5595939e-5a53-4bd6-9e91-d2fce16bd1e8,i used to love this app but now i hate it i wish i could have back every penny ive spent on songs ive purchased its almost impossible to search and play any specific so song you purchased unless you subscribe monthly i hate this app,1,3/23/2025 3:37,5595939e-5a53-4bd6-9e91-d2fce16bd1e8_1_8e9aefd5,functionality,it's almost impossible to search and play specific songs unless subscribed monthly,negative,search functionality and subscription model,False,Amazon Music,Android,search functionality,1.0
727ff03e-c62c-4fed-ac58-86ae7aadadaf,honestly i totally love this i use this for music and podcasts  over anything else its just easier and has so many more options for music than other apps the lyrics tab is awesome  although not every song will have it work finding my own music stored locally  and play lists is fairly easy overall really good,5,1/1/2025 18:23,727ff03e-c62c-4fed-ac58-86ae7aadadaf_1_9ab1fd83,other,,Positive,,False,YouTube Music,Android,,
6027c248-5109-4cf8-8b4a-e9e220083592,sometimes it plays the song i select and other times it doesnt the other issue is when i hit pause it doesnt pause no matter how many times i hit it wont stop playing i have to turn off my phone or ipad to shut it off it wasnt doing this a year ago now its happening more cant see paying for music i cant listen to or turn off,5,5/29/2024 18:45,6027c248-5109-4cf8-8b4a-e9e220083592_1_c5ea3283,functionality,sometimes it plays the song i select and other times it doesnt,negative,song selection reliability,False,Apple Music,IOS,song suggestion algorithm,1.0
79b63fda-5ff2-49ce-9ac8-146745e6c154,i dont know what apple did but this app sucks now sound quality is garbage i like my music loud  this is no longer the case,1,3/18/2025 21:25,79b63fda-5ff2-49ce-9ac8-146745e6c154_1_73795cf3,audio_quality,sound quality is garbage,negative,sound quality issues,False,Apple Music,Android,sound quality issues,
ee64c9bc-7b03-4eb0-a946-fc05a9e68f9a,best music app ever you can have stations and your music saved best of both worlds concerning channels and a music player i do use this daily to listen to podcasts or just dance to the beat of my favorite music,5,3/29/2025 11:48,ee64c9bc-7b03-4eb0-a946-fc05a9e68f9a_1_2cc5f0fb,other,,Positive,,False,Amazon Music,Android,,
b26181be-3683-4269-9deb-d0a0d0b24008,i have tried every solution ive seen online  but the app constantly stops after 2 songs  whether on autoplay or manually skipping to the next song myself i pay for a single unlimited subscription i have cleared cache  cleared data  uninstalled  restarted my phone all of that in as many different orders as i could  nothing keeps the app from stopping after 2 songs a search bar pops up on the bottom of the app  is in a perpetual searching mode that makes me close it  open again,1,2/21/2025 14:56,b26181be-3683-4269-9deb-d0a0d0b24008_1_cddcaeb9,performance,the app constantly stops after 2 songs,negative,app performance issues,False,Amazon Music,Android,overall performance degradation,1.0
7fe80710-90da-46ad-bf74-c752eeaf882b,worst application ever in music application  neither playlists selection too good nor what play next on previous song  while playing songs for the devotion start playing party playlist continue  waste of money nothing as even on good wife connection its too much buffering and lots of issue causing  im uninstalling the application now onwards after feedback,1,3/10/2025 6:49,7fe80710-90da-46ad-bf74-c752eeaf882b_1_8d8dc972,functionality,poor playlist selection,negative,playlist selection issues,False,Amazon Music,Android,playlist management issues,2.0
9e0f2af9-aefa-466b-8857-f7f3ca61c621,im a premium member via a family subscription so  no ads that alone makes this a number 1 ap in my opinion i love that i can start with an album or song from an artist i love and then afterwards the auto play works to find other artists that i often end up loving just as much recently i realized that i can save several hours worth of auto play results as a playlist which is great often im too busy to check songs while they play i can just check them later love that fantastic feature,5,3/16/2025 15:32,9e0f2af9-aefa-466b-8857-f7f3ca61c621_1_aadee58a,other,,Positive,,False,YouTube Music,Android,,
efafb0b8-5f9b-4ba1-bfeb-0b4f33590c95,just updated to new ios now cannot play song grouped by genre why take this away you already hamstrung it in the past by having it default to sort by album next making difficult to find songs of that genre  but now thats gone update i see the edit option now that lets me addremove sort filters goodbye album  welcome back genre,5,12/10/2024 19:02,efafb0b8-5f9b-4ba1-bfeb-0b4f33590c95_1_8358501d,functionality,cannot play song grouped by genre,negative,song grouping by genre,False,Apple Music,IOS,song grouping by genre,
33dc28ba-52ef-4182-bf87-59d5490e901c,though its a great app and has all the features that i can use but i would like to see if the songs in a playlist can sorted  the playlist can be sorted but sings inside a playlist can not be sorted  hope apple can include this feature in their next ios update its interesting that some music player in apple store offer that but one has to pay to get that feature,4,6/6/2022 23:28,33dc28ba-52ef-4182-bf87-59d5490e901c_1_a0877681,functionality,songs inside a playlist can not be sorted,neutral,playlist sorting feature,False,Apple Music,IOS,playlist management issues,3.0
8877c9ee-2f12-4989-8c56-ee18c1bb2a40,the app is very slow to get going too often it doesnt work at all and has to be stopped and restarted entirely also it seems it needs a connection to use offline music when getting started  after that it seems ok a number of improvements should be made,3,4/1/2025 22:23,8877c9ee-2f12-4989-8c56-ee18c1bb2a40_1_54a01256,performance,the app is very slow to get going,negative,app performance issues,False,Amazon Music,Android,overall performance degradation,1.0
524c4cae-f334-4d2d-ae7f-f4b27e40b7d3,this app is a complete cash grab removing basic features from free listeners with every update should be a crime theres a limit on every basic feature unless i pay a ridiculous amount of money for premium as if spotify isnt making enough money from the ridiculous amount of ads i get ads  when i change songs  skip or 6  1 minute long ads  theres more ads than music on this app update its even worse  all my alarms are just ads i was late twice because of this  i am never using spotify,1,3/16/2025 9:35,524c4cae-f334-4d2d-ae7f-f4b27e40b7d3_1_ae3676bb,functionality,removing basic features from free listeners,negative,basic features limitation,False,Spotify,Android,basic features limitation,
524c4cae-f334-4d2d-ae7f-f4b27e40b7d3,this app is a complete cash grab removing basic features from free listeners with every update should be a crime theres a limit on every basic feature unless i pay a ridiculous amount of money for premium as if spotify isnt making enough money from the ridiculous amount of ads i get ads  when i change songs  skip or 6  1 minute long ads  theres more ads than music on this app update its even worse  all my alarms are just ads i was late twice because of this  i am never using spotify,1,3/16/2025 9:35,524c4cae-f334-4d2d-ae7f-f4b27e40b7d3_2_ecbbfbc9,ads,ridiculous amount of ads,negative,advertisement frequency,False,Spotify,Android,advertising frequency,3.0
8de71a5f-6106-4337-8e3f-bcd7e1cf4eb4,it works fine just take off the double tap to like this is the wrong app for that,4,3/31/2025 22:27,8de71a5f-6106-4337-8e3f-bcd7e1cf4eb4_1_36cd2d52,functionality,take off the double tap to like,neutral,double tap feature,False,YouTube Music,Android,double tap feature,
de39b109-a1a7-4b49-b5d7-c03520993a63,im very frustrated with this update please keep the playlists sorted the way we set them to be sorted i chose to have my playlists sorted in alphabetical order however  when i go to add a song to an older playlist  i have to search for so long to find the right one because my playlists are now sorted by the date that i made them i think its pretty common to add a newer song to an older playlist  and i know im not the only one who finds alphabetical order easier i was able to put up with this on desktop  but now that youve moved this resorting to mobile  i needed to write a review this is the most annoying feature of the app now and i get so frustrated that i have left several bad reviews in hopes that something will happen to return the app to its former glory without this and other exceedingly frustrating features  there should also be a way to separate the playlists that i have made from the ones i have followed and please let us easily access how many songs we have on each playlist its a small thing  but its so helpful to see the number of songs next to the playlist name,1,7/9/2019 22:01,de39b109-a1a7-4b49-b5d7-c03520993a63_1_762d1720,functionality,playlists are now sorted by the date that I made them instead of alphabetical order,negative,playlist sorting issue,False,Spotify,IOS,playlist management issues,4.0
817b3577-a6b7-413a-a728-ea39076885d6,buggy randomly skips songs cant search my libraryof artists  so its scrolling from az the user experience is not intuitive clunky interface and i have to look at their latest marketing everytime lacks customization options that allows listeners to experience sounds and layouts prefered app seems pretty bare bones overall which may sound good but it lacks music listenening friendliness albums and songs disappear from amazons selections and not every album is available needs work,2,3/5/2025 22:18,817b3577-a6b7-413a-a728-ea39076885d6_1_37b487db,functionality,buggy randomly skips songs,negative,user experience issues,False,Amazon Music,Android,functionality issues,2.0
817b3577-a6b7-413a-a728-ea39076885d6,buggy randomly skips songs cant search my libraryof artists  so its scrolling from az the user experience is not intuitive clunky interface and i have to look at their latest marketing everytime lacks customization options that allows listeners to experience sounds and layouts prefered app seems pretty bare bones overall which may sound good but it lacks music listenening friendliness albums and songs disappear from amazons selections and not every album is available needs work,2,3/5/2025 22:18,817b3577-a6b7-413a-a728-ea39076885d6_2_ccd74630,usability,clunky interface,negative,interface design,False,Amazon Music,Android,interface design,
a7075747-aba1-46fa-8aa0-18a5322ca2ca,spotifys app has so many rough edges i just listened to an ad  then tried to rewind to remember what was said before the ad spotify immediately showed me a second ad while writing this review  spotify crashed and forgot my position in the podcast i bet ill see a third ad you gotta solve these basic issues to compete with youtube i can watch the same podcast there its not fair  its just true,3,3/26/2025 6:55,a7075747-aba1-46fa-8aa0-18a5322ca2ca_1_1bfffcff,performance,spotify crashed and forgot my position in the podcast,negative,crashes and memory issues,False,Spotify,Android,crashes and memory issues,
2da5ffad-dea0-4ba6-85bd-b46e3a72fc95,they broke the playlists over a year ago when they removed the custom covers and replaced them with generic  cheap  indistinguishable covers and still havent fixed it  or better yet  added the option for people to choose how their playlist covers are customized its 2025  these options for a streaming service this expensive should be common knowledge,1,2/26/2025 10:41,2da5ffad-dea0-4ba6-85bd-b46e3a72fc95_1_399dec49,functionality,removed the custom covers and replaced them with generic cheap indistinguishable covers,negative,playlist customization options,False,Apple Music,Android,playlist management issues,5.0
ed9d4a62-a1e0-47ae-9221-dcc9304672fc,the previous version where we can edit by adding and remove the current playing song in multiple playlist at once with a green checkmark besides playlist name then hit save was so much better this update editing playlist makes me afraid to favorite or unfavorite a song because it might be deleted from my library and my playlist forever and my memory is not that good so i may not remember what it is to look for it please bring back the previous playlist editing option especially on the current playing songs or actually any song that we didnt add to playlist we were able to see all the different playlist,5,11/26/2022 10:47,ed9d4a62-a1e0-47ae-9221-dcc9304672fc_1_900cdef4,functionality,Editing playlist makes me afraid to favorite or unfavorite a song because it might be deleted from my library and my playlist forever.,negative,playlist editing options,False,Spotify,IOS,playlist management issues,6.0
