review_id,review,rating,time,aspect_index,topic,problem,sentiment,aspect,modified_flag,company,data_source,top_issue,sub_issue_index
0b7212a7-8904-42c0-b2f0-4aad9fdf5b59,the user interface keeps getting worse  since several updates ago they removed the three dots from the new episodes so that to add an episode to the queue  one has to do extra tap into each episode before being able to find the three dots and then once its in the queue you make us hunt for the queue list by going to whatever is currently playing to find the queue icon and then they removed many of the action options in the queue list  such as selecting  or adding the currently playing item to the end of the queue instead they added a stupid green queue icon that doesnt actually do anything except signal that its in your queue like who asked for this and why is it necessary we already know its a queued item  we are looking at the queue it was perfectly fine when you separated the queue from the rest of an albumpodcastplaylist with just a dividing space and then to make matters worse you think after listening to the queue that we might want to go back to the very first episode of a podcast   it used to make sense and now i dont even know why i pay for premium anymore when youre just antagonizing listeners we want to easily add songs and episodes to queues and playlists so we can move and just focus on experiencing said songs and episodes we dont want to waste time tapping around the app to figure out your poor ui only to get frustrated by its lack of flow and logic do better,1,2025-03-16 21:50:43,0b7212a7-8904-42c0-b2f0-4aad9fdf5b59_2_bd52d928,functionality,they removed the three dots from the new episodes,negative,queue management issues,False,Spotify,IOS,queue management issues,
0c872635-7e5f-486d-8c3e-abbf2c60a3f5,just keeps getting worse while charging us more premium service sucks now you cant adddeleterearrange songs to the queue anymore takes an absolutely insane amount of time for playlists to load now and its constantly adding the same songs to the queue and now theres no way to remove them bring back all the premium features and stop taking them away and the free version is a joke  you use to get 34 songs after less than a min of ads  now its 34 min of ads for a song ridiculous,1,2025-03-25 14:24:36,0c872635-7e5f-486d-8c3e-abbf2c60a3f5_1_117bc91c,functionality,premium service sucks,negative,premium service issues,False,Spotify,Android,premium service issues,
0c872635-7e5f-486d-8c3e-abbf2c60a3f5,just keeps getting worse while charging us more premium service sucks now you cant adddeleterearrange songs to the queue anymore takes an absolutely insane amount of time for playlists to load now and its constantly adding the same songs to the queue and now theres no way to remove them bring back all the premium features and stop taking them away and the free version is a joke  you use to get 34 songs after less than a min of ads  now its 34 min of ads for a song ridiculous,1,2025-03-25 14:24:36,0c872635-7e5f-486d-8c3e-abbf2c60a3f5_2_197b0ecd,performance,takes an absolutely insane amount of time for playlists to load,negative,playlist loading speed,False,Spotify,Android,playlist loading speed,
fc120a4a-d192-4559-91f9-104afa43463d,tbh im constantly having issues with the app it never remembers what podcast episode i last listened to so i have to scroll forever everytime i listen to something else it freezes a lot or takes forever to start playing tons of issues in android auto with it freezing and just not playing  or playing but no sound is coming out the widget almost never seems to work and i used to use it all the time samsung 24 ultra also id like to be able to message my friends songs right in the app plz,1,2024-11-13 23:35:24,fc120a4a-d192-4559-91f9-104afa43463d_1_1e9b50e2,functionality,the app never remembers what podcast episode I last listened to,negative,podcast episode tracking issues,False,Spotify,Android,podcast episode tracking issues,
fc120a4a-d192-4559-91f9-104afa43463d,tbh im constantly having issues with the app it never remembers what podcast episode i last listened to so i have to scroll forever everytime i listen to something else it freezes a lot or takes forever to start playing tons of issues in android auto with it freezing and just not playing  or playing but no sound is coming out the widget almost never seems to work and i used to use it all the time samsung 24 ultra also id like to be able to message my friends songs right in the app plz,1,2024-11-13 23:35:24,fc120a4a-d192-4559-91f9-104afa43463d_2_b7702633,performance,it freezes a lot or takes forever to start playing,negative,app freezing and performance,False,Spotify,Android,app stability issues,1.0
bc87cdb6-653a-4d40-b6c8-a470d1603f53,has been super buggy lately podcasts just stop playing randonly wont connect to my alexa device through spotify connect the app wont show the correct song in playing on my phone  my active 2 watch  or my car when connected through bluetooth unless im using my tablet  spotify has been pretty much unusable all of this along with the fact that they put ads in the middle of my podcasts even though i pay for premium has me considering going back to pandora  ffs fix these issues,1,2024-10-03 14:00:34,bc87cdb6-653a-4d40-b6c8-a470d1603f53_1_d8b66f8b,functionality,app is super buggy lately,negative,app functionality issues,False,Spotify,Android,app functionality issues,
bc87cdb6-653a-4d40-b6c8-a470d1603f53,has been super buggy lately podcasts just stop playing randonly wont connect to my alexa device through spotify connect the app wont show the correct song in playing on my phone  my active 2 watch  or my car when connected through bluetooth unless im using my tablet  spotify has been pretty much unusable all of this along with the fact that they put ads in the middle of my podcasts even though i pay for premium has me considering going back to pandora  ffs fix these issues,1,2024-10-03 14:00:34,bc87cdb6-653a-4d40-b6c8-a470d1603f53_2_95871178,customer_service,podcasts just stop playing randomly,negative,connection problems,False,Spotify,Android,connection problems,
0a9fe156-2d6f-4f1b-bd7c-4a5e4969eae9,algorithm is dead spotify sucks now i would reliably get new good music from my discover weekly playlist now its all trash  im lucky if i get one song i like upper management laid off all the talent in this company and replaced it with a subpar ai humans did it better spotify sucks now update yep it still sucks song radio is worthless time to switch to another app,1,2024-12-28 16:43:13,0a9fe156-2d6f-4f1b-bd7c-4a5e4969eae9_1_de8a1625,functionality,algorithm is dead,negative,music recommendation quality,False,Spotify,Android,music recommendation quality,
4d19681b-470c-4cdf-b0db-6b0b65eb75da,this app has become increasingly clunky and riddled with ads after listening to a downloaded podcast and deleting it  spotify keeps it in your queue  cluttering it up and making it harder to find podcasts you havent listened to when fastforwarding past intros and ads  it will randomly put you back at the beginning if youre looking for a podcast player  id recommend going elsewhere,2,2025-03-20 10:50:06,4d19681b-470c-4cdf-b0db-6b0b65eb75da_1_d2820a7a,functionality,the app has become increasingly clunky and riddled with ads,negative,app performance issues,False,Spotify,Android,app stability issues,6.0
1bf6169c-7ec4-4562-8394-e4c8105ab044,great app overall except for the fact that you add new glitches with almost every update why not fix the many problems there are with the app when theyre so obvious and should be easy to fix why does it not understand when i want to move a song up or down on the queue it just crashes when i try to do that also why dont i get notifications when im supposed to i should get a notification of a new album from an artist i follow as soon as the album drops  but most of the time i dont get any notification  and if i do  it comes 3 days after the album was released and ive already listened to it also  when you pause music  for some stupid reason you have to press the play button several times in order to get your music to start playing again these bugs are so annoying and have existed for over a year now but you refuse to make the app work properly for god knows what reason stop focusing so much on aesthetics and actually make the app functional please,5,2019-12-17 15:52:25,1bf6169c-7ec4-4562-8394-e4c8105ab044_1_6d525ea7,functionality,new glitches with almost every update,negative,frequent glitches after updates,False,Spotify,IOS,frequent glitches after updates,
1bf6169c-7ec4-4562-8394-e4c8105ab044,great app overall except for the fact that you add new glitches with almost every update why not fix the many problems there are with the app when theyre so obvious and should be easy to fix why does it not understand when i want to move a song up or down on the queue it just crashes when i try to do that also why dont i get notifications when im supposed to i should get a notification of a new album from an artist i follow as soon as the album drops  but most of the time i dont get any notification  and if i do  it comes 3 days after the album was released and ive already listened to it also  when you pause music  for some stupid reason you have to press the play button several times in order to get your music to start playing again these bugs are so annoying and have existed for over a year now but you refuse to make the app work properly for god knows what reason stop focusing so much on aesthetics and actually make the app functional please,5,2019-12-17 15:52:25,1bf6169c-7ec4-4562-8394-e4c8105ab044_2_f380cddd,performance,app crashes when trying to move a song in the queue,negative,crashing issue when managing song queue,False,Spotify,IOS,crashing issue when managing song queue,
3dda14d9-e86c-473e-936a-b52fea548542,the songa quality is good but they are demanding money for listening online songs also,2,2025-04-01 17:03:40,3dda14d9-e86c-473e-936a-b52fea548542_1_7b6714fe,other,demanding money for listening online songs,neutral,monetization model for online listening,False,Spotify,Android,monetization model for online listening,
5a948456-ef97-48cd-8fba-d52285c19a28,have always liked the app but recently ive been having some issues i use my liked songs playlist the most about 2700 songs and when i click on the song  it takes a hot second to play it and if you click another  it will continue to play the original for at least 2 seconds before it changes as well as if i scroll through the songs  pick one  switch to a different app  then come back  and it brings up songs that are higher in my list could just be me but idk,4,2025-01-18 18:55:25,5a948456-ef97-48cd-8fba-d52285c19a28_1_de004e2a,performance,it takes a hot second to play the song,neutral,song playback delay,False,Spotify,Android,song playback delay,
5b3ca1a3-ffbf-4188-8a39-497f40f05b2e,i was trying to buy premium from the app want to subscribe to 3 months 999 it has learn more link that will take you to more web page with plan details but  nothing there to direct me to subscribe the premium plan either in the app or the webpage it opened up i really curious whether i am with low iq or it has poor design considerations i played with app for almost 1 hr and could not figure out how to subscribe to premium plan i went to app sportify apps setting accounts premium there it shows offer and learn more hyper link when i clicked that learn more link web page opens with details but nothing about how to subscribe  i am curious after 1 hr treasure hunt i still not figure out how i can buy premium i would how many people like me who want to buy subscribe premium plan though sportify app but could not find it i am curious lost revenue to the sportily i still wonder how i could not find where to upgrade my plan,5,2019-06-13 22:23:16,5b3ca1a3-ffbf-4188-8a39-497f40f05b2e_1_b2045d7e,functionality,unable to find subscription option for premium plan,negative,difficulty subscribing to premium plan,False,Spotify,IOS,premium service issues,1.0
1d4769d0-3ed0-481b-8264-cad9aa6d9d50,its a great app to listen to music with all of the choices theres a lot of pros and cons about this some of the pros are that ive just this year have switched over from pandora this doesnt take along time to load and plays the songs right away when you have good wifi but moving on to some of the cons  i like to listen to music while i draw on long car rides but it might take awhile to load also when ever i try to pause because someone is talking to me it also takes a while before it does same with when i want to continue listening to music theres also a lot of stuff trying to recommend premium like when i try to hook it up to the tv i like i did once it requires premium and same with skips im not trying to complain about all of this its just that with out it theres a lot of things you cant do one last con is that the home screen could be a little more organized other than those cons its a great app thats all i have to say about this but if some of these things can happen or the app can improve i would definitely give it a better rating,3,2020-02-26 22:30:34,1d4769d0-3ed0-481b-8264-cad9aa6d9d50_1_18cb1cd0,functionality,it might take awhile to load,neutral,loading time issues,False,Spotify,IOS,loading time issues,
1d4769d0-3ed0-481b-8264-cad9aa6d9d50,its a great app to listen to music with all of the choices theres a lot of pros and cons about this some of the pros are that ive just this year have switched over from pandora this doesnt take along time to load and plays the songs right away when you have good wifi but moving on to some of the cons  i like to listen to music while i draw on long car rides but it might take awhile to load also when ever i try to pause because someone is talking to me it also takes a while before it does same with when i want to continue listening to music theres also a lot of stuff trying to recommend premium like when i try to hook it up to the tv i like i did once it requires premium and same with skips im not trying to complain about all of this its just that with out it theres a lot of things you cant do one last con is that the home screen could be a little more organized other than those cons its a great app thats all i have to say about this but if some of these things can happen or the app can improve i would definitely give it a better rating,3,2020-02-26 22:30:34,1d4769d0-3ed0-481b-8264-cad9aa6d9d50_2_a8e37102,other,it also takes a while before it does,neutral,premium feature limitations,False,Spotify,IOS,premium feature limitations,
af1aaa0e-1851-4c24-ad9a-98056de7db96,considering the trend continues  im reducing my review by a star since it wont let me do 0 if you dont mind hearing commercials netween every other song or random suggestions played instead of your curated song list  then this is the app for you if you dont like those things  i recommend going elsewhere for your listening needs,1,2024-08-20 17:28:03,af1aaa0e-1851-4c24-ad9a-98056de7db96_1_44ba1995,functionality,it won't let me do 0 stars,negative,rating system limitation,False,Spotify,Android,rating system limitation,
acc29296-9f3d-4a81-92ae-9e9339e3f068,i am really starting to hate this music app  i have 6 lists  all with the same songs on each  same songs every single week  months of the same songs  i have to dislike every single song  now i get lists with songs in red for disliked but transparent in the lists the lists now have 35 songs in the whole list  when i find one i actually think is decent for once and go to listen to it again the next day  its gonna   the list called daily list 4 is now   once again   all stupid songs i have disliked  why are those songs still here  it evens says  dont play this song again  even my friends are like why do you listen to the same songs over and over  they come to workout and i have to explain how stupid this app is  how can i express that when i finally get a change of songs i like i want to keep them  how can 6 lists all be the same from month to month  i have unliked every song i ever hit like on  removed every artist and album in case it was going off that  even discover weekly doesnt help  i am probably gonna try apple music 10 a month is such a waste of money for this crap,2,2020-05-10 19:41:20,acc29296-9f3d-4a81-92ae-9e9339e3f068_1_15ef67c7,recommendation_system,same songs every single week,negative,music recommendations,False,Spotify,IOS,music recommendations,
73e1d375-ec76-4ea8-9e05-05e39056aa13,even if you pay for it you cant really choose the songs unless you go in every time to change or choose it,1,2025-04-01 15:11:42,73e1d375-ec76-4ea8-9e05-05e39056aa13_1_e1685ce0,functionality,you cant really choose the songs unless you go in every time to change or choose it,negative,song selection process,False,Spotify,Android,song selection limitations,1.0
247e55dd-74d2-4684-82a8-cddf2431e331,worst app its asks premium even if you just want to listen songs more than a limit in a day begs 247 doesnt even deserve 1 star big l,1,2025-04-01 14:27:11,247e55dd-74d2-4684-82a8-cddf2431e331_1_7ade08ac,other,asks for premium membership to listen to songs beyond daily limit,negative,premium membership requirement,False,Spotify,Android,premium feature limitations,1.0
b8e1eae9-368c-4400-b899-dfc1890e4848,i like using this but i find it frustrating when im playing one of my playlists that has over 500 songs get randomly switched to playlist radio it would help if playlist radio was something youd voluntarily go to rather than the app just deciding for you  i also dont like how theres a specific folder just for getting premium on the mobile version because heck  you cant even buy it from there  you have to go online and that just kinda defeats the purpose of putting a whole folder there if you want to advertise it that bad  just put it somewhere else  also  the ads are so loud i get it  you want our attention  but how the heck am i supposed to listen to your quality music in premium if i lose my hearing while hearing an ad for it seriously  chill  i know that youre only allowed 6 skips per hour as a nonpremium member  but ive noticed that you have to be listening to music in that hour in order for that to happen  which is dumb i use up my skips  get out of the car to work for about 7 hours  get back in to go home and my skips are still all out and i cant do anything  please fix,4,2018-08-29 21:56:26,b8e1eae9-368c-4400-b899-dfc1890e4848_1_20c938cf,functionality,playlist radio switches unexpectedly when using playlists,negative,playlist functionality issues,False,Spotify,IOS,playlist navigation,2.0
b8e1eae9-368c-4400-b899-dfc1890e4848,i like using this but i find it frustrating when im playing one of my playlists that has over 500 songs get randomly switched to playlist radio it would help if playlist radio was something youd voluntarily go to rather than the app just deciding for you  i also dont like how theres a specific folder just for getting premium on the mobile version because heck  you cant even buy it from there  you have to go online and that just kinda defeats the purpose of putting a whole folder there if you want to advertise it that bad  just put it somewhere else  also  the ads are so loud i get it  you want our attention  but how the heck am i supposed to listen to your quality music in premium if i lose my hearing while hearing an ad for it seriously  chill  i know that youre only allowed 6 skips per hour as a nonpremium member  but ive noticed that you have to be listening to music in that hour in order for that to happen  which is dumb i use up my skips  get out of the car to work for about 7 hours  get back in to go home and my skips are still all out and i cant do anything  please fix,4,2018-08-29 21:56:26,b8e1eae9-368c-4400-b899-dfc1890e4848_2_f10c20a9,other,can't purchase premium through mobile app,negative,premium purchase accessibility,False,Spotify,IOS,premium feature limitations,2.0
b8de94f8-c79d-420d-bbe3-62536ff721c9,the problem for me is in the playlists if you add music to your liked songs or playlists  the app will add its suggestions in as well if its in the liked songs its fine because it will go away once you add about 15 songs  but in your playlists its always there this would be fine if they just displayed related songs  but not played them if you dont know what im talking about  in your playlist it will say you added and the songs you actually want to listen to  and then we added and songs that will play if you want them to or not i dont know if you can get rid of it by getting premium  but i dont want to pay for it either way i absolutely do not want to pay every month just to not listen to songs i didnt add in the first place otherwise the app is fine  it has free music with just a few ads  and a lot of songs not available on other apps  please change this feature  im sure many others will be disappointed to find out they will waste battery listening to songs they didnt even want to add,3,2020-01-01 07:17:15,b8de94f8-c79d-420d-bbe3-62536ff721c9_1_a78e74b8,functionality,the app adds its suggestions to playlists without user consent,negative,playlist management issues,False,Spotify,IOS,playlist song repetition,3.0
c149031d-41f2-47f2-877a-1c7be8068e51,right  this is ridiculous ive had enough of it  i cant listen to 24 songs in a row without 34 different ads ridiculous utterly ridiculous im sorry but i listen to music on this  not stupid ads of websites ill never use im not paying for premium as i dont see a reason  but im very unhappy with how far the app has fallen it used to be amazing 12 ads every 78 songs sort this out please  thank you,2,2025-04-01 14:54:50,c149031d-41f2-47f2-877a-1c7be8068e51_1_eac6ee7c,ads,too many ads interrupting music listening,negative,advertisement frequency during playback,False,Spotify,Android,advertisement frequency during playback,
cd8faa81-96e6-4e13-9859-a78cffbd6c28,this is overall a decent music app i enjoy how easy it is to browse music and such first of all  after an update last week  there was this bug im listening to a song  my device is turned off all of a sudden  it closes the app and stops the music  both offline and online fix this asap its happening to so many people and is the most obnoxious thing the only way to prevent this from happening is to actually have the app opened and using it this drains battery and is really inconvenient also  maybe dont keep changing personalized playlists in the home page i wanted to look at a playlist for fans of big bad voodoo daddy but i wasnt on wifi in the morning when i had wifi the playlist was just gone i was really upset plus  these limited skips and ads and constantly being on shuffle is absolutely ridiculous for the people who arent on premium fix the bug as soon as possible please                   the dark rogue,5,2020-11-19 17:17:14,cd8faa81-96e6-4e13-9859-a78cffbd6c28_1_4a59ff48,performance,there was this bug im listening to a song my device is turned off all of a sudden it closes the app and stops the music,negative,app crashing issue,False,Spotify,IOS,app stability issues,2.0
cd8faa81-96e6-4e13-9859-a78cffbd6c28,this is overall a decent music app i enjoy how easy it is to browse music and such first of all  after an update last week  there was this bug im listening to a song  my device is turned off all of a sudden  it closes the app and stops the music  both offline and online fix this asap its happening to so many people and is the most obnoxious thing the only way to prevent this from happening is to actually have the app opened and using it this drains battery and is really inconvenient also  maybe dont keep changing personalized playlists in the home page i wanted to look at a playlist for fans of big bad voodoo daddy but i wasnt on wifi in the morning when i had wifi the playlist was just gone i was really upset plus  these limited skips and ads and constantly being on shuffle is absolutely ridiculous for the people who arent on premium fix the bug as soon as possible please                   the dark rogue,5,2020-11-19 17:17:14,cd8faa81-96e6-4e13-9859-a78cffbd6c28_2_aa5c1165,other,these limited skips and ads and constantly being on shuffle is absolutely ridiculous for the people who arent on premium,negative,limited skips and ads,False,Spotify,IOS,limited skips and ads,
81706149-708b-4874-8005-cd6c6ecc3f25,keeps crashing on the newest model of chromebook,1,2025-04-01 14:55:10,81706149-708b-4874-8005-cd6c6ecc3f25_1_c22af772,functionality,keeps crashing on the newest model of chromebook,negative,crashing issues on chromebook,False,Spotify,Android,crashing issues on chromebook,
370dc395-d90d-4606-8632-a5e765efd083,its okay queue has a lot of issues the recent update makes it so you cant readd or delete songs from the queue  you cant select multiple songs to delete or readd them there  and if you can  the option to is not clear and even before that update when id try readding songs to my queue from it  it would jumble my order up and id have to manually rearrange it again  or sometimes put it into my next in playlist rather than queue section,3,2025-02-17 07:59:34,370dc395-d90d-4606-8632-a5e765efd083_1_4a549d9a,functionality,the recent update makes it so you cant readd or delete songs from the queue,negative,queue management issues,False,Spotify,Android,queue management issues,
370dc395-d90d-4606-8632-a5e765efd083,its okay queue has a lot of issues the recent update makes it so you cant readd or delete songs from the queue  you cant select multiple songs to delete or readd them there  and if you can  the option to is not clear and even before that update when id try readding songs to my queue from it  it would jumble my order up and id have to manually rearrange it again  or sometimes put it into my next in playlist rather than queue section,3,2025-02-17 07:59:34,370dc395-d90d-4606-8632-a5e765efd083_2_09fda997,other,the option to select multiple songs to delete or readd is not clear,negative,update functionality confusion,False,Spotify,Android,update functionality confusion,
94558fbe-f1b1-4ce4-b60c-b9a6cc6f2196,this app is only for loss of peoples money,1,2025-04-01 18:11:12,94558fbe-f1b1-4ce4-b60c-b9a6cc6f2196_1_2b32e7d0,other,only for loss of peoples money,negative,financial consequences of usage,False,Spotify,Android,financial consequences of usage,
b389e7d1-73a6-4293-9dd0-0b734cd8acf6,yes it is a very good app it has most of the songs you want and you can make your own custom playlist these are very good except for the downsides  they outweigh the good spy a lot in this case      there are so many ads every five minutes and the only way you can get them to go away is if you have a membership which yes is a good cost but you shouldnt have to pay for no ads for a membership which also you can play anywhere without wifi      one thing thats driving me crazy now  its a big nono ive had this app for about a year now  and it brought up a picture where you are there to sign in or get a account i cant use it theres no way to get off of the picture it showed me the only way you can get off of it is if you sign it or get a account and i really kind of makes me mad especially when it says you can get the app for free and not have to pay anything unless you want to        this was a good app while lasted,5,2019-06-03 14:48:14,b389e7d1-73a6-4293-9dd0-0b734cd8acf6_1_8e256bec,ads,there are so many ads every five minutes,negative,frequency of ads,False,Spotify,IOS,ad frequency and intrusive ads,1.0
